"IDLOCALIDAD"	"IDESTADO"	"IDMUNICIPI"	"NOMBRE_LOCALIDAD"	"NUMERO_MAPA"	"ESCALA_MAPA"	"LATITUD_GRADOS"	"LATITUD_MINUTOS"	"LATITUD_SEGUNDOS"	"LONGITUD_GRADOS"	"LONGITUD_MINUTOS"	"LONGITUD_SEGUNDOS"	"MERCATOR_NORTE"	"MERCATOR_ESTE"	"LOCALIDAD"	"COORDENADA_N.S"	"COORDENADA_E.W"	"ELEVACION"	"IDPRECISION"	"COMENTARIOS"	"suma"	"with.coords"	"num.abs.dates"	"num.rel.ages"	"primary.pubs"	"num.taxa"	"spatial.rank"	"temporal.rank"	"material.rank"	"taxa.rank"
604	12	0	"Chilpancingo"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"Colonia Temixco II"	1	"N"	0	1	TRUE	1	2	2	1	3
605	17	26	"Cueva de Chimalacatepec"	"E14-A79"	"1:50,000"	18	27	42	99	5	30	"ND"	"ND"	"ND"	"ND"	"ND"	1000	"ND"	"ND"	1	"Y"	0	1	FALSE	0	1	2	2	4
606	18	8	"El Pantanal"	"ND"	"ND"	21	25	99	104	50	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"14 Km SE de la ciudad de Tepic, siguiendo la carretera Federal No. 15 hacia Guadalajara y tomando la desviacin que se encuentra a la altura de la pobalcin de San Cayetano con rumbo al Aeropuerto de Tepic"	1	"Y"	0	1	TRUE	2	1	2	1	3
607	7	0	"Don Martn"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	6	2	2	1	2
609	21	0	"Valle de Tehuacn"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	1	1	TRUE	3	2	1	1	3
610	12	0	"San Luis La Loma"	"ND"	"ND"	17	15	58	100	53	42	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"Y"	0	1	TRUE	3	1	2	1	3
611	15	0	"Frente 2, Teotihuacn"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	23	2	2	1	1
612	32	23	"Las Ventanas"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	11	2	2	1	1
613	9	0	"El Japn"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	8	2	2	1	2
614	15	0	"Templo de Quetzalcatl, Teotihuacn"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	21	2	2	1	1
616	21	0	"Tehuacn Viejo"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	FALSE	15	2	2	2	1
618	15	0	"Tlalpizhuac"	"ND"	"ND"	19	19	20	98	56	30	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"Altitud 2245 y 2280 msnm"	1	"Y"	0	1	FALSE	12	1	2	2	1
620	33	0	"Punta San Jos"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
623	8	0	"Barranca de Busuchil (Basuchil)"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"cerca de Cd, Guerrero"	1	"N"	0	1	TRUE	1	2	2	1	3
624	8	0	"cerca de Cd. Jurez"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
625	5	0	"Monclova"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
626	5	0	"Rancho El Corte"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"al N de la capital"	1	"N"	0	1	TRUE	2	2	2	1	3
629	9	0	"Ladrillera La Moderna"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	2	2	2	1	3
630	9	0	"Colonia Vallejo"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
631	9	0	"Convento de San Diego"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	2	2	2	1	3
634	9	0	"Atzacoalco"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	2	2	2	1	3
635	9	0	"San Jernimo y El Beltrn"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
638	15	0	"area de Zumpango de Ocampo"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	2	2	2	1	3
639	15	0	"Colonia Mxico"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"NE de la colonia Mxico, al S volcn Cerro de Chiconautla, a poca distancia de su falda"	1	"N"	0	1	TRUE	1	2	2	1	3
645	15	0	"area de localidades de Chimalhuacn"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	3	2	2	1	3
646	15	0	"Tzocuilco del Barrio de San Juan Xochitengo"	"ND"	"ND"	19	25	99	98	56	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"N del cerro de Chimalhuacn"	1	"Y"	0	1	TRUE	2	1	2	1	3
647	15	0	"Ejido Chimalhuacn"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	1	2	TRUE	2	2	1	1	3
648	15	0	"San Miguel Tecamachalco"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
650	15	0	"Km 16.5, carretera Mxico-Puebla"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
651	15	0	"aprox. Km 50 carretera Mxico-Toluca"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"acueducto del Lerma en el Km 11 a partir del Almolaya (sic.) del Ro y aproximadamente a 4 Km de Amomolulco"	1	"N"	0	1	TRUE	2	2	2	1	3
653	15	0	"Ixtapantongo (de Coatzingo?)"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
655	15	0	"Paraje Las Parotas"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"15 Km W Tlataya, Dto. Quetepec"	1	"N"	0	1	TRUE	1	2	2	1	3
656	15	0	"Ciudad Stelite"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
657	15	0	"Ranchera Almoloya"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"unweit Ocoyoacas in dein Thale von Toluca, Edo. Mex."	1	"N"	0	1	TRUE	1	2	2	1	3
658	15	0	"Totolcingo"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	2264	"ND"	"entre las cotas de nivel 2263 y 2265; cerca de 1 mi Totolzingo"	1	"N"	0	2	TRUE	4	2	2	1	3
659	12	0	"Nanacatla"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	2	TRUE	3	2	2	1	3
660	11	0	"Len"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	2	2	2	1	3
661	11	33	"San Luis de la Paz"	"F14-C35"	"1:50,000"	21	17	48	100	30	36	"ND"	"ND"	"ND"	"ND"	"ND"	2020	"ND"	"junto al ojo de agua"	1	"Y"	0	1	TRUE	1	1	2	1	3
664	13	0	"Rancho de San Simn"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"Real del Monte"	1	"N"	0	1	TRUE	1	2	2	1	3
665	13	0	"Atotonilco El Grande"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
666	13	0	"Pachuca"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
669	14	0	"Centro Turstico Roca Azul, Jocotepec"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"aprox. 2 Km SE Jocotepec; 2 Km Jocotepec"	1	"N"	0	1	TRUE	7	2	2	1	2
672	14	0	"Ejutla"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"distrito de Acatln de la Grande"	1	"N"	0	1	TRUE	1	2	2	1	3
673	16	0	"Ario de Rayn"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
674	10	0	"Santa Gertrudis"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	2	2	2	1	3
676	14	0	"rechte Unterkieferast wierde von unde-"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"-im staat Michoacan gesamment"	1	"N"	0	1	TRUE	2	2	2	1	3
677	17	0	"Palpan"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
679	20	0	"Cosoltepec"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	2	2	2	1	3
680	20	0	"Huajuapan"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
682	20	0	"Tlaxiaco"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
683	20	0	"Tehuantepec"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"cerca de Tehuantepec"	1	"N"	0	1	TRUE	1	2	2	1	3
686	20	0	"Rio Colorado en San Miguel Marcos Prez"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"sobre el Rio Colorado, 300-500 m N-NW San Miguel Marcos Prez, Distrito de Teposcolula; ref. 488 la menciona como 2 localidades diferentes, una a 300 y otra a 500"	1	"N"	0	1	TRUE	3	2	2	1	3
687	20	0	"Tepelmeme"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"Tamazulapan"	"ND"	"ND"	9999	"ND"	"aprox. 25 Km al N-NE Tamazulapan"	1	"N"	0	1	TRUE	2	2	2	1	3
688	21	0	"San Pedro Candelaria"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"Cd. Serdan"	1	"N"	0	1	TRUE	1	2	2	1	3
690	21	0	"area de localidades de Valsequillo"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	19	2	2	1	1
692	21	0	"Huayatlaco"	"ND"	"ND"	18	56	99	98	11	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"a 5.5 km S Totimehuacan. A la orilla de la presa de Valsequillo"	1	"Y"	1	1	TRUE	5	1	1	1	2
693	21	0	"San Antonio Arenillas"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"cerca de Valsequillo; ref. original 730 (Guenther, 1968) no especifica claramente el estado; se sui a Barrios (1985;ref.548) para asignar la localidad en Puebla"	1	"N"	0	2	TRUE	17	2	2	1	1
694	21	0	"Puente de Atepetzingo"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	9	2	2	1	2
695	21	0	"Barranca Caulapan"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"Verificar en ref 730 que sea efectivamente estado de Puebla. ref 724 (Guenther, 1967) localidades en mapa"	1	"N"	2	2	TRUE	6	2	1	1	2
696	21	0	"San Baltazar Tetela"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	2	2	2	1	3
697	21	114	"San Francisco Totimehuacan"	"E14-5"	"1:250,000"	18	51	54	98	10	54	"ND"	"ND"	"ND"	"ND"	"ND"	2060	"ND"	"ND"	1	"Y"	0	2	TRUE	4	1	2	1	3
698	21	0	"El Cerro del Oire"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
699	30	121	"Hacienda de Tamontao"	"F14-9"	"1:250,000"	21	28	99	97	50	99	"ND"	"ND"	"ND"	"ND"	"ND"	25	"ND"	"N sierra de Otontepec, zona faja de Oro, margen izquierdo del arroyo principal al N, a unos 4 Km del casco abandonado de la Hacienda Pitahaya"	1	"Y"	0	1	TRUE	2	1	2	1	3
700	24	22	"Brechas coloradas"	"F14-A53"	"1:50,000"	22	45	43	101	3	35	"ND"	"ND"	"ND"	"ND"	"ND"	1700	"ND"	"ND"	1	"Y"	0	1	TRUE	4	1	2	1	3
701	24	0	"Hacienda de La Tinaja"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"35 Km N-NE Cd. San Luis Potos"	1	"N"	0	1	TRUE	1	2	2	1	3
704	28	0	"El Salitrillo"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"Villa Xicotencatl"	"5 Km N"	"ND"	9999	"ND"	"aprox. 5 Km N Villa Xicotencatl"	1	"N"	0	1	TRUE	1	2	2	1	3
705	29	0	"Atlihuetzia"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"Cd. Tlaxcala"	"ND"	"ND"	9999	"ND"	"aprox. 12 Km Cd. Tlaxcala"	1	"N"	0	1	TRUE	4	2	2	1	3
706	29	0	"Real del Monte"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
707	30	0	"Tlilapan"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"cerca de Orizaba, Veracruz"	1	"N"	0	1	TRUE	2	2	2	1	3
708	32	0	"Laguna del Salitre"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"S de la Laguna del Salitre, Mpio. de Villa Hidalgo, en una noria de 16 m de profundidad, Dto. de Pinos, Zac."	1	"N"	0	1	TRUE	1	2	2	1	3
709	32	0	"Distrito de Pinos"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	2	2	2	1	3
711	33	0	"Tecota"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
713	14	0	"Colotlan"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"Guadalajara"	"180 Km SW"	"ND"	9999	"ND"	"180 Km SW Guadalajara"	1	"N"	0	1	TRUE	1	2	2	1	3
714	13	0	"Tula"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	13	2	2	1	1
716	14	0	"Tecolatlan"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
717	9	0	"San Francisco Xocotitla"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	FALSE	1	2	2	2	3
719	28	2	"Aldama"	"F14-B53"	"1:50,000"	22	55	6	98	4	24	"ND"	"ND"	"ND"	"ND"	"ND"	130	"ND"	"ND"	1	"Y"	0	1	TRUE	1	1	2	1	3
720	15	0	"Tlapacoya III"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	FALSE	3	2	2	2	3
721	21	0	"Rio Axamilpa"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"S del estado de Puebla"	1	"N"	0	1	FALSE	4	2	2	2	3
722	15	0	"Cueva del Pirul"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
723	13	0	"antigua ciudad de Tula"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
725	23	0	"Tulum"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
727	11	0	"Acmbaro"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
728	17	0	"Coatetelco"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
729	30	0	"Rancho El Retiro, Orizaba"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
730	14	0	"Regin Valle de Atotonilco, Zacoalco y Sayula"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	2	2	2	1	3
731	16	0	"Acambay"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
732	22	0	"Vizarrn (Sierra Gorda)"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
733	9	0	"estacin Tezozomoc"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
734	9	0	"Ticomn"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
735	19	0	"Cd. Anhuac"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
736	5	0	"Nadadores"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
737	14	0	"Atotonilco"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"Gonzlez-Quintanilla dice que hay mamut en Atotonilco: verificar que no se trate de una abreviacin para Atotonilco El Bajo."	1	"N"	0	1	TRUE	1	2	2	1	3
738	19	0	"Los Ramones"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
739	19	0	"General Bravo"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
740	19	14	"Dr. Arroyo"	"F14-A26"	"1:50,000"	23	40	24	100	10	48	"ND"	"ND"	"ND"	"ND"	"ND"	1720	"ND"	"ND"	1	"Y"	0	1	TRUE	1	1	2	1	3
741	19	0	"China"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
742	19	0	"Monterrey"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"Fbrica Nacional de Autmoviles S. A.; N de la ciudad de Monterrey, aprox. 14 Km en el Km 6 de carretera a Colombia, en Gral. Escobedo, Nuevo Len"	1	"N"	0	1	TRUE	3	2	2	1	3
743	19	0	"Sabinas Hidalgo"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
744	19	29	"Hualahuises"	"G14-C57"	"1:50,000"	24	52	54	99	40	18	"ND"	"ND"	"ND"	"ND"	"ND"	1960	"ND"	"ND"	1	"Y"	0	1	TRUE	1	1	2	1	3
745	19	0	"San Nicols de los Garza"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
749	9	0	"Calzada de Tlapan"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
750	9	0	"Batn"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
751	9	0	"San Jernimo"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
753	15	0	"Chapingo"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
754	15	0	"Totolcingo y Tepexpan"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
756	15	0	"cerca de Tequixquiac"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	3	2	2	1	3
757	19	0	"Nuevo Leon"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	3	2	2	1	3
760	10	0	"Cruces"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"en el Valle Guadiana, a 6200 pies de Alt, est al este de la Laguna de Santiaguillo"	1	"N"	0	1	TRUE	2	2	2	1	3
763	9	0	"Distrito Federal"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	2	2	TRUE	2	2	1	1	3
764	5	0	"Cueva Frightful"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"situada en Cuatro Cinegas"	1	"N"	16	1	TRUE	6	2	1	1	2
766	33	0	"Tlapacoya"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"verificar que no sea la misma a la loc. 2 (Edo. Mex.) y 394 (del edo. de Puebla)"	1	"N"	3	5	TRUE	28	2	1	1	1
770	15	0	"cerca de Iztpan en la regin de Tepexpan"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"Verificar que sea Santa Isabel Iztapan I"	1	"N"	0	1	TRUE	9	2	2	1	2
771	28	0	"Bancos del Ro Panuco"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ND"	1	"N"	0	1	TRUE	1	2	2	1	3
775	21	0	"El Horno, Tetela"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	2040	"ND"	"ND"	1	"N"	3	2	TRUE	2	2	1	1	3
782	26	0	"Arroyo Chinobampo"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"ref. 417, 846 y 847: a 25 Km del SE de Navojoa, Son."	1	"N"	0	1	TRUE	6	2	2	1	2
783	15	7	"Rincon de Guadalupe"	"E14-A37"	"1:50,000"	19	16	12	99	59	42	"ND"	"ND"	"ND"	"ND"	"ND"	2420	"ND"	"cercano a Amanalco de Becerra"	1	"Y"	0	1	TRUE	1	1	2	1	3
784	26	0	"Punta Blanca"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"cerca de Guaymas, Sonora"	1	"N"	0	1	FALSE	0	2	2	2	4
785	33	0	"Villa de San Joaquin"	"ND"	"ND"	999	99	99	999	99	99	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"parte central de la Peninsula de Baja California"	1	"N"	0	1	TRUE	1	2	2	1	3
786	8	0	"La Mota, Samalayuca"	"G13-B4"	"1:50,000"	27	6	22.8	104	53	54	"ND"	"ND"	"ND"	"ND"	"ND"	9999	"ND"	"corta distancia sur del paso"	1	"Y"	0	1	TRUE	1	1	2	1	3
